thread_id,sample_idx,m,lambda,collisions,p_value,first_vals,first_spacings,spacing_freq_sample
0,1,256,0.0009765625,0,0.0019521716360486607,37583073|49874916|74050391|83192061|127119708|153979923|180851320|185862327|219474439|221614317|238441874|244815713|249596074|261780547|273274912|284745369,12291843|24175475|9141670|43927647|26860215|26871397|5011007|33612112|2139878|16827557|6373839|4780361|12184473|11494365|11470457|9111506,505962:1|2371023:1|16958994:1|5237732:1|6188566:1|5653765:1|7210454:1|3029505:1|14887106:1|10470377:1|3931454:1|4658257:1|8135147:1|6373839:1|34890698:1|28298661:1|23230012:1|1064487:1|12291843:1|10445128:1|7671282:1|1240361:1|27777472:1|14606088:1|4729290:1|28089821:1|9800445:1|11979461:1|66893041:1|4417244:1|41285469:1|50391336:1
0,1,256,0.0009765625,0,0.0019521716360486607,77979813|82281511|87418809|96618012|110185252|114807978|160714804|163585048|172335066|197733942|202847047|212685075|217711212|219117256|223286029|226132706,4301698|5137298|9199203|13567240|4622726|45906826|2870244|8750018|25398876|5113105|9838028|5026137|1406044|4168773|2846677|34334108,2229609:1|6277085:1|18287852:1|17344573:1|5314174:1|23139071:1|7307836:1|1406044:1|11345586:1|8480332:1|5884817:1|5454167:1|3268714:1|6381333:1|1138932:1|6162710:1|2846677:1|11483105:1|70375725:1|15732483:1|576931:1|22889332:1|1093666:1|3093534:1|24221946:1|13444903:1|41003706:1|25522281:1|3285340:1|26337395:1|42824298:1|30999655:1
0,1,256,0.0009765625,0,0.0019521716360486607,3359535|5181228|11659934|15423029|29409933|32399238|41454994|78847389|93386124|94886336|149692433|159955443|175565790|176923902|239557455|265156917,1821693|6478706|3763095|13986904|2989305|9055756|37392395|14538735|1500212|54806097|10263010|15610347|1358112|62633553|25599462|29673671,3079372:1|15349765:1|19486274:1|29573105:1|2704016:1|14649789:1|5031438:1|4170001:1|4677168:1|9713117:1|12031512:1|14338736:1|1089392:1|17040385:1|2989305:1|21286675:1|24465476:1|14637295:1|684185:1|2949594:1|4751983:1|54445890:1|19870908:1|3629534:1|1489763:1|11610536:1|5684598:1|1928289:1|42504434:1|15571570:1|22822558:1|6492176:1
0,1,256,0.0009765625,0,0.0019521716360486607,6162471|13591975|15039436|27337689|45124651|61897984|85777809|119326782|127466382|134710571|154984517|161594273|165024466|171582696|221933642|268161685,7429504|1447461|12298253|17786962|16773333|23879825|33548973|8139600|7244189|20273946|6609756|3430193|6558230|50350946|46228043|15866808,17030218:1|4799926:1|7562410:1|24871794:1|23681389:1|11839788:1|2507576:1|34151698:1|3871668:1|8139600:1|56804126:1|2273826:1|9020856:1|43127078:1|6362951:1|5852974:1|11012959:1|6800368:1|13678130:1|47647436:1|10425424:1|16419493:1|6609756:1|142111:1|26110402:1|15277391:1|40434049:1|1062480:1|656725:1|1090777:1|28502899:1|12298253:1
0,1,256,0.0009765625,0,0.0019521716360486607,6884939|11584691|16043037|38316225|118753697|123201358|133629768|133831728|148306079|154192250|155064595|157742046|179633793|199867596|205076242|220019856,4699752|4458346|22273188|80437472|4447661|10428410|201960|14474351|5886171|872345|2677451|21891747|20233803|5208646|14943614|35454378,88311:1|13794164:1|22376877:1|9206470:1|30569710:1|23149363:1|23374856:1|14615572:1|1620233:1|18280201:1|5919180:1|21383792:1|80437472:1|15531510:1|15298019:1|1332510:1|47902065:1|8555795:1|20122167:1|6684039:1|558275:1|29736338:1|62854497:1|16208534:1|8516738:1|20346183:1|61417773:1|5927925:1|17061421:1|2368154:1|1003228:1|26622952:1
0,1,256,0.0009765625,0,0.0019521716360486607,17340016|52460725|62525029|98987419|106973992|126952104|175554227|176295344|217159937|220334926|256837875|259123133|279969541|283649054|285913529|289612139,35120709|10064304|36462390|7986573|19978112|48602123|741117|40864593|3174989|36502949|2285258|20846408|3679513|2264475|3698610|4244094,20228109:1|8426263:1|48602123:1|13318479:1|1615198:1|255414:1|4441123:1|38195638:1|2623009:1|3698610:1|1373124:1|15187116:1|49578875:1|24896285:1|7910587:1|2075149:1|47246:1|8512829:1|7324605:1|4231935:1|1089907:1|11334436:1|7265085:1|4327435:1|42195343:1|8390460:1|6099136:1|2034718:1|27194235:1|38014807:1|14676721:1|6684112:1
0,1,256,0.0009765625,0,0.0019521716360486607,6194513|9305160|29819319|35268748|70320905|84160703|100203511|103727342|136786557|155698569|179739724|224139802|252669186|271147165|286580720|382671812,3110647|20514159|5449429|35052157|13839798|16042808|3523831|33059215|18912012|24041155|44400078|28529384|18477979|15433555|96091092|6116935,42624922:1|41755208:1|9216658:1|6790903:1|5810247:1|12604191:1|18912012:1|1553552:1|7343752:1|98649931:1|10289159:1|5449429:1|7365199:1|6725212:1|383235:1|7605218:1|3746847:1|6938129:1|4176637:1|12249350:1|293460:1|15929916:1|54830933:1|9427514:1|4410121:1|32639525:1|5389539:1|4521388:1|68614057:1|11812545:1|19324098:1|10165756:1
0,1,256,0.0009765625,0,0.0019521716360486607,2946096|34756713|38640724|115395274|131357546|165616885|168328769|168981364|171870995|172497010|183924816|196738837|197693928|206463271|217945004|236636298,31810617|3884011|76754550|15962272|34259339|2711884|652595|2889631|626015|11427806|12814021|955091|8769343|11481733|18691294|1039111,6435733:1|7814406:1|391882:1|34087569:1|11664048:1|5505205:1|11466587:1|3500899:1|5762037:1|7767899:1|12498706:1|56644462:1|10925969:1|7484961:1|18921884:1|27036210:1|37761431:1|3890399:1|7145563:1|2251331:1|9352870:1|36035440:1|19219057:1|3018833:1|57450017:1|4532303:1|6965193:1|11567380:1|12502635:1|15982004:1|20007215:1|10205907:1
0,1,256,0.0009765625,0,0.0019521716360486607,8671335|17689793|20464044|28324008|56108750|59477178|95404329|129530222|135894373|154453595|159774547|161585695|162915706|163904231|166016425|216149595,9018458|2774251|7859964|27784742|3368428|35927151|34125893|6364151|18559222|5320952|1811148|1330011|988525|2112194|50133170|2940904,7251335:1|6799252:1|47650111:1|4858772:1|3714300:1|15061159:1|34125893:1|1811148:1|11535927:1|34603742:1|20483672:1|59873386:1|8561571:1|616770:1|21706470:1|2161094:1|4217084:1|22347382:1|1054851:1|8468468:1|21932112:1|18196077:1|3548191:1|561576:1|14160800:1|15930264:1|35921509:1|4188654:1|988525:1|35927151:1|583808:1|10185768:1
0,1,256,0.0009765625,0,0.0019521716360486607,10150299|33181508|46297546|61084123|76865909|82146080|168705087|191147725|207398730|227893534|240703022|268156666|303051737|317547813|344534501|350385931,23031209|13116038|14786577|15781786|5280171|86559007|22442638|16251005|20494804|12809488|27453644|34895071|14496076|26986688|5851430|4845174,3284241:1|701155:1|6823141:1|19051852:1|19686204:1|12167152:1|2931330:1|393503:1|16041034:1|4986260:1|20962183:1|26986688:1|52327981:1|6185411:1|43118957:1|78942606:1|8020643:1|12006188:1|5280171:1|14652941:1|1744320:1|7887581:1|7425095:1|27114821:1|397749:1|7120277:1|36372612:1|16884190:1|5794971:1|16251005:1|2984499:1|39035674:1
