thread_id,sample_idx,m,lambda,collisions,p_value,first_vals,first_spacings,spacing_freq_sample
0,1,512,0.0078125,0,0.01556412347951297,22185483|31088583|37583073|49874916|51575466|71882589|74050391|75218132|83192061|127119708|131432887|153979923|156006016|165237233|180851320|185862327,8903100|6494490|12291843|1700550|20307123|2167802|1167741|7973929|43927647|4313179|22547036|2026093|9231217|15614087|5011007|3014813,249604:1|2977055:1|761723:1|10903088:1|9255855:1|1642863:1|10921473:1|3583490:1|1934053:1|13752235:1|1029282:1|9415846:1|12333861:1|31376437:1|20307123:1|1971015:1|5607556:1|2167802:1|2830162:1|11315217:1|7671282:1|12152290:1|12291843:1|4158365:1|1700550:1|3520118:1|2646675:1|46170:1|37556912:1|10301906:1|15716894:1|1197428:1
0,1,512,0.0078125,0,0.01556412347951297,32828645|33081839|52810166|77979813|82281511|87418809|88862105|96618012|101924961|110185252|111344411|111539720|114807978|119621777|144142071|153276750,253194|19728327|25169647|4301698|5137298|1443296|7755907|5306949|8260291|1159159|195309|3268258|4813799|24520294|9134679|298643,751820:1|5642475:1|8056860:1|2314655:1|23455133:1|22918813:1|8750296:1|19300578:1|3620186:1|9053062:1|3038950:1|4189531:1|19254858:1|8272292:1|11317753:1|886175:1|15851894:1|6070372:1|12475039:1|24520294:1|8295589:1|610602:1|11637086:1|11260281:1|7328154:1|3505306:1|1229278:1|3437759:1|7490296:1|16957297:1|4346278:1|8695616:1
0,1,512,0.0078125,0,0.01556412347951297,3359535|5181228|11659934|13770030|14127859|15423029|24155848|29409933|32399238|41454994|49267910|62790005|78847389|79354088|89844448|93386124,1821693|6478706|2110096|357829|1295170|8732819|5254085|2989305|9055756|7812916|13522095|16057384|506699|10490360|3541676|1500212,31109091:1|9076823:1|101977:1|2737057:1|6149456:1|3514059:1|3954206:1|1248135:1|21321596:1|3690521:1|11549579:1|2010515:1|20154186:1|21286675:1|2578607:1|10782119:1|7503111:1|1676975:1|2750507:1|15053372:1|1253568:1|1544825:1|5106834:1|2828874:1|2949594:1|13935677:1|4029918:1|2955907:1|442875:1|1295170:1|10273091:1|3833467:1
0,1,512,0.0078125,0,0.01556412347951297,6162471|13591975|15039436|26386362|27337689|45124651|50295582|55432412|61897984|64649956|69952294|85777809|88589326|119326782|127466382|132066329,7429504|1447461|11346926|951327|17786962|5170931|5136830|6465572|2751972|5302338|15825515|2811517|30737456|8139600|4599947|2644242,5935662:1|1704247:1|10948925:1|23689717:1|27746040:1|3283534:1|1264197:1|1469931:1|506554:1|30513393:1|4954328:1|6693436:1|5203689:1|7148844:1|17903491:1|30563760:1|1277225:1|5413562:1|3085092:1|9661047:1|9127706:1|13110572:1|872916:1|2611974:1|2699951:1|22790561:1|1301369:1|4356068:1|3516903:1|8898815:1|4488121:1|2811517:1
0,1,512,0.0078125,0,0.01556412347951297,6884939|10754771|11584691|16043037|20646004|38316225|66739818|118753697|118988170|123201358|133629768|133831728|148306079|154192250|154932589|155064595,3869832|829920|4458346|4602967|17670221|28423593|52013879|234473|4213188|10428410|201960|14474351|5886171|740339|132006|2677451,5709049:1|11609434:1|234473:1|2570535:1|1897588:1|1120599:1|14765094:1|22575973:1|12958241:1|21879714:1|1329115:1|14950806:1|2148368:1|5385046:1|5819572:1|425661:1|2522349:1|1783090:1|10271747:1|41561855:1|29449146:1|784096:1|32099440:1|3011910:1|4592361:1|3031161:1|1308882:1|1598815:1|17479481:1|1946309:1|299641:1|1201586:1
0,1,512,0.0078125,0,0.01556412347951297,17340016|52460725|62525029|69723079|98987419|106973992|109005022|123604142|126952104|130690498|155818617|167614868|175554227|176295344|182119605|188380590,35120709|10064304|7198050|29264340|7986573|2031030|14599120|3347962|3738394|25128119|11796251|7939359|741117|5824261|6260985|3011808,5706970:1|15182374:1|551934:1|5308780:1|524061:1|1801351:1|6103423:1|7875562:1|3016049:1|10950059:1|28522931:1|1281844:1|4159353:1|8022852:1|1365551:1|10956306:1|2158785:1|14599120:1|336256:1|797770:1|3162777:1|58468:1|25767539:1|1858107:1|3347962:1|5921902:1|31968695:1|2503012:1|3078712:1|741117:1|805467:1|3735132:1
0,1,512,0.0078125,0,0.01556412347951297,452747|6194513|9305160|20294828|21986108|29819319|35268748|45932477|52429385|70320905|84160703|91658535|100203511|103727342|118650055|126698872,5741766|3110647|10989668|1691280|7833211|5449429|10663729|6496908|17891520|13839798|7497832|8544976|3523831|14922713|8048817|10087685,47893532:1|18433:1|7833211:1|7636648:1|4521388:1|5563199:1|8490391:1|4477364:1|1892556:1|2419197:1|12067671:1|5979938:1|5059122:1|1934223:1|3713668:1|652759:1|8241215:1|5717461:1|9737916:1|29884946:1|1007074:1|8348780:1|6501442:1|22319318:1|1425395:1|562595:1|5204531:1|8313063:1|3353180:1|7731024:1|11441182:1|10020109:1
0,1,512,0.0078125,0,0.01556412347951297,784253|2946096|4444343|14945052|32740151|34756713|38640724|74482431|115395274|131357546|151221123|158392193|165616885|168328769|168981364|171870995,2161843|1498247|10500709|17795099|2016562|3884011|35841707|40912843|15962272|19863577|7171070|7224692|2711884|652595|2889631|78514,16369:1|7055873:1|853342:1|2608960:1|14536351:1|32731752:1|2054366:1|27899168:1|18985183:1|13917612:1|11427806:1|13427054:1|12502635:1|11549585:1|1983670:1|946445:1|15129240:1|7767899:1|1033824:1|4214035:1|875346:1|7392945:1|1274243:1|18971375:1|1498247:1|8357091:1|8925442:1|21380371:1|2939048:1|5525295:1|2516075:1|14967919:1
0,1,512,0.0078125,0,0.01556412347951297,4570451|8671335|13068534|15820407|17689793|20464044|21802639|28324008|55016348|56108750|58200245|59477178|81403453|95404329|129530222|135894373,4100884|4397199|2751873|1869386|2774251|1338595|6521369|26692340|1092402|2091495|1276933|21926275|14000876|34125893|6364151|13404668,4397199:1|9189929:1|12741654:1|24863885:1|7809704:1|305979:1|7809914:1|338458:1|1768440:1|519901:1|1391361:1|6432201:1|3880463:1|30178861:1|13675566:1|7725040:1|12963921:1|8187136:1|7486005:1|18170111:1|1650535:1|4071674:1|69898989:1|11503907:1|1272541:1|7436484:1|5177684:1|11583672:1|5689862:1|7460525:1|3023039:1|5335282:1
0,1,512,0.0078125,0,0.01556412347951297,8052227|10150299|19303161|19649172|22521682|29288870|33181508|37615878|46297546|49473400|61084123|67335331|74534577|76865909|82146080|91741918,2098072|9152862|346011|2872510|6767188|3892638|4434370|8681668|3175854|11610723|6251208|7199246|2331332|5280171|9595838|20354522,2116503:1|1320075:1|4071732:1|1496557:1|7277203:1|940084:1|330603:1|1617099:1|1624300:1|8191738:1|17864184:1|421227:1|3383458:1|1578603:1|1560162:1|8955482:1|6487683:1|3231365:1|17452381:1|2374552:1|3343261:1|15846602:1|3026841:1|414262:1|46686922:1|13599914:1|13232406:1|4759962:1|10285469:1|2317862:1|46073367:1|5025500:1
0,1,512,0.0078125,0,0.01556412347951297,18613028|20189171|20366748|26216811|27071401|35282649|52171014|55961875|60027329|70131334|74726721|74845359|82740242|98954621|122112452|122812804,1576143|177577|5850063|854590|8211248|16888365|3790861|4065454|10104005|4595387|118638|7894883|16214379|23157831|700352|661761,3621852:1|20370171:1|1955949:1|9277491:1|6588712:1|7956325:1|4429931:1|330367:1|2775100:1|6740445:1|212485:1|1024598:1|13120387:1|597032:1|3644473:1|18815245:1|100700:1|5288656:1|2040716:1|6848687:1|2759149:1|7212485:1|1085166:1|50836631:1|14638037:1|9751925:1|3553879:1|14284463:1|4145058:1|4487614:1|7463744:1|9376788:1
0,1,512,0.0078125,0,0.01556412347951297,2176028|6748781|11487006|11541077|15388513|21826933|22007354|26417916|28070620|37618031|38586065|40281537|44104788|45694860|48422805|66101359,4572753|4738225|54071|3847436|6438420|180421|4410562|1652704|9547411|968034|1695472|3823251|1590072|2727945|17678554|1744126,269926:1|378996:1|3153676:1|14735176:1|12153914:1|2551387:1|1568967:1|2451999:1|790691:1|1521805:1|4807177:1|5200088:1|8448249:1|5510051:1|3433969:1|16394798:1|7649538:1|8145487:1|3666654:1|2178529:1|10419843:1|1628390:1|12730796:1|306457:1|4483735:1|3919567:1|8883795:1|34468639:1|4352653:1|1482930:1|665427:1|3873172:1
0,1,512,0.0078125,0,0.01556412347951297,2456647|3875380|7606933|13080533|16385346|20075427|22687265|24662845|25715005|34878667|35211801|48701202|55994054|60306442|70650827|73840594,1418733|3731553|5473600|3304813|3690081|2611838|1975580|1052160|9163662|333134|13489401|7292852|4312388|10344385|3189767|19045190,34147451:1|15392829:1|8090209:1|22365461:1|2403465:1|1437464:1|3994559:1|369811:1|6736539:1|6286727:1|6330140:1|10083463:1|3607268:1|21080376:1|2034864:1|5886322:1|4834172:1|10553628:1|2780626:1|8174005:1|8342593:1|13570939:1|19134585:1|5948356:1|236070:1|7944493:1|31509350:1|6256522:1|28376033:1|6715698:1|8556406:1|8161077:1
0,1,512,0.0078125,0,0.01556412347951297,1993484|5784256|6694158|12360609|14508224|27792649|42031501|43188556|49088726|52109521|54066915|54528723|59642525|62517146|107962679|109621251,3790772|909902|5666451|2147615|13284425|14238852|1157055|5900170|3020795|1957394|461808|5113802|2874621|45445533|1658572|1677895,4470083:1|50678:1|328888:1|16888348:1|12139485:1|19183028:1|18318747:1|6828486:1|909902:1|3905363:1|8815274:1|14955646:1|1624808:1|675217:1|685543:1|3807676:1|32705523:1|759592:1|3816224:1|5311902:1|6701974:1|11493089:1|11719938:1|2112508:1|7084339:1|2803013:1|4063520:1|2635361:1|21452626:1|5412004:1|3231901:1|5819127:1
0,1,512,0.0078125,0,0.01556412347951297,5914882|13298635|26239880|26989298|28192835|29839689|31390561|40443482|64279375|65598001|72096118|118642712|118652398|139678264|145447198|146831478,7383753|12941245|749418|1203537|1646854|1550872|9052921|23835893|1318626|6498117|46546594|9686|21025866|5768934|1384280|5932367,1272883:1|7715784:1|20675455:1|479020:1|327238:1|19807555:1|16861374:1|85771:1|38214189:1|16856296:1|3470509:1|781404:1|1384280:1|1594158:1|9575613:1|4729181:1|3943305:1|9582485:1|14004957:1|12825185:1|14490389:1|4604645:1|958217:1|748003:1|828257:1|13801715:1|968007:1|3164959:1|2262486:1|8970043:1|1318626:1|9596693:1
0,1,512,0.0078125,0,0.01556412347951297,17984286|22530321|33853289|35877833|36785664|43669359|44387492|45848549|47627254|48073297|63134436|69761570|84409371|84663046|91697237|115512486,4546035|11322968|2024544|907831|6883695|718133|1461057|1778705|446043|15061139|6627134|14647801|253675|7034191|23815249|5558119,1077279:1|11401602:1|471576:1|12481753:1|7223554:1|5533734:1|4818774:1|2851552:1|4225118:1|9524846:1|9249920:1|446043:1|7159588:1|973949:1|2523727:1|18552483:1|22883622:1|2869411:1|1734701:1|1025707:1|13186631:1|15630539:1|5385876:1|6285746:1|17841163:1|5580728:1|15259528:1|8007830:1|17415397:1|13458397:1|37268688:1|6400342:1
0,1,512,0.0078125,0,0.01556412347951297,10612960|13946164|33134092|36544561|47808197|54395581|65500470|68351505|73899096|75705734|78240212|79460432|97088775|104789811|113751340|118520711,3333204|19187928|3410469|11263636|6587384|11104889|2851035|5547591|1806638|2534478|1220220|17628343|7701036|8961529|4769371|20994803,3382980:1|1725688:1|18948537:1|3402305:1|9307167:1|11629580:1|1914961:1|5675492:1|43215729:1|12285863:1|2184380:1|1914497:1|28316892:1|14005935:1|6739839:1|4884404:1|2578704:1|9589350:1|809825:1|2488672:1|4411237:1|27050495:1|9021915:1|1516680:1|10766257:1|1854100:1|13598281:1|9855969:1|7973068:1|13804773:1|2256383:1|7172373:1
