thread_id,sample_idx,m,lambda,collisions,p_value,first_vals,first_spacings,spacing_freq_sample
0,1,2048,0.5,0,0.7869386805747332,10017320|11701358|14615864|16905980|22185483|25614001|26773485|29832806|30080768|31088583|36750947|37583073|37750121|38214870|47022036|49874916,1684038|2914506|2290116|5279503|3428518|1159484|3059321|247962|1007815|5662364|832126|167048|464749|8807166|2852880|822707,2227785:1|1326860:1|1703112:1|2697309:1|946898:1|2256345:1|1667082:1|1474813:1|2893834:1|1492089:1|200636:1|802289:1|3624821:1|5643633:1|3571825:1|3571729:1|892924:1|1644760:1|1808040:1|2531784:1|2694003:1|57679:1|1796804:1|2848675:1|2356110:1|5057528:1|5154644:1|1395685:1|455625:1|3803707:1|2440293:1|1778548:1
0,1,2048,0.5,2,0.028775355933941427,1680781|6152931|8085607|8912772|11467343|23014957|26207977|26819164|32828645|33081839|37703075|38965876|43987181|52810166|54069728|55261560,4472150|1932676|827165|2554571|11547614|3193020|611187|6009481|253194|4621236|1262801|5021305|8822985|1259562|1191832|240297,6387774:1|206675:1|6213879:1|5901407:1|1589840:1|451377:1|624963:1|1104232:1|738160:1|2263629:1|1597765:1|3889088:1|7561736:1|334363:1|290310:1|1209589:1|376394:1|1416196:1|3392785:1|854688:1|771808:1|2188970:1|1271381:1|1011030:1|757709:1|259089:1|1320731:1|232599:1|1713445:1|2494418:1|199156:1|535238:1
0,1,2048,0.5,0,0.7869386805747332,684738|2062135|2939493|3359535|3520915|3940736|4234229|5181228|6447260|7018018|9051614|11659934|11797668|13770030|14127859|15423029,1377397|877358|420042|161380|419821|293493|946999|1266032|570758|2033596|2608320|137734|1972362|357829|1295170|3487963,2876493:1|36013:1|741777:1|299119:1|2070900:1|2013976:1|625355:1|952103:1|1457832:1|1117635:1|2713270:1|1449872:1|446263:1|3295166:1|1373439:1|6405173:1|1592877:1|276401:1|1919803:1|2584198:1|494335:1|3729963:1|1539603:1|2182765:1|3401371:1|3045639:1|1580540:1|2478565:1|560072:1|601342:1|380788:1|2384642:1
0,1,2048,0.5,1,0.18040802086209973,6162471|7320130|13591975|14654849|15039436|20487553|26386362|27038337|27337689|27645692|31371563|33358240|33552530|34834013|38492204|41835354,1157659|6271845|1062874|384587|5448117|5898809|651975|299352|308003|3725871|1986677|194290|1281483|3658191|3343150|725398,1437345:1|745539:1|4394816:1|1192368:1|235480:1|435903:1|1498058:1|241368:1|464070:1|10726805:1|1982717:1|162861:1|5455053:1|1406652:1|2122078:1|376376:1|351499:1|5486408:1|4273256:1|382728:1|660726:1|3032372:1|528031:1|2580774:1|2234835:1|803106:1|2785690:1|265062:1|906210:1|1015180:1|5787139:1|1594022:1
0,1,2048,0.5,0,0.7869386805747332,3102272|3457391|3851237|6268897|6884939|10754771|10895027|11584691|11752815|15631124|16043037|17798785|20646004|28426185|31863782|32258246,355119|393846|2417660|616042|3869832|140256|689664|168124|3878309|411913|1755748|2847219|7780181|3437597|394464|511679,306785:1|125039:1|1287883:1|3665818:1|1484208:1|204333:1|3000651:1|3341690:1|1669300:1|6103988:1|2396265:1|1602190:1|864916:1|2772091:1|3262984:1|1073977:1|378025:1|1154044:1|3468011:1|2558632:1|1464064:1|5415248:1|2078897:1|2104495:1|331203:1|1448347:1|457116:1|1040558:1|3566716:1|2244079:1|507029:1|2063259:1
0,1,2048,0.5,0,0.7869386805747332,2727674|3737132|6668018|10066572|15208557|15264596|15757002|16897952|17219257|17340016|21258464|23705483|23824332|25902262|34906241|35607764,1009458|2930886|3398554|5141985|56039|492406|1140950|321305|120759|3918448|2447019|118849|2077930|9003979|701523|3096348,480159:1|1378211:1|2543251:1|1087098:1|284267:1|529005:1|466178:1|1148282:1|3699665:1|1872805:1|780087:1|240455:1|313565:1|380073:1|2817967:1|868107:1|7416543:1|219679:1|1070934:1|2414432:1|199590:1|2760325:1|4385448:1|37949:1|2172643:1|6757020:1|2848449:1|1395989:1|190804:1|12674250:1|1889842:1|3187850:1
0,1,2048,0.5,3,0.003503245112581599,452747|6020234|6194513|7540903|9305160|11330009|15046969|15970814|16513339|16546981|20294828|21409634|21986108|23742156|25802020|29819319,5567487|174279|1346390|1764257|2024849|3716960|923845|542525|33642|3747847|1114806|576474|1756048|2059864|4017299|1078353,923845:1|4044194:1|3809:1|174807:1|1055563:1|3191381:1|7802490:1|2131102:1|3493067:1|3593608:1|401628:1|245040:2|2756461:1|1546949:1|3763365:1|4308455:1|1505133:1|3555323:1|743707:1|1039692:1|281039:1|1322235:1|2753110:1|1384722:1|1161182:1|419163:1|2182499:1|2503513:1|417609:1|152871:1|632360:1|991861:1
0,1,2048,0.5,0,0.7869386805747332,784253|1514535|2946096|3705712|4444343|7212277|7709722|7854150|8350617|9171855|11138342|11242928|11708759|14945052|16472705|17926644,730282|1431561|759616|738631|2767934|497445|144428|496467|821238|1966487|104586|465831|3236293|1527653|1453939|1993105,4632901:1|5080641:1|652595:1|275131:1|64606:1|306550:1|2124736:1|471630:1|425009:1|140622:1|4922117:1|3856345:1|1935804:1|325608:1|619768:1|6679708:1|48281:1|144428:1|3742783:1|3292740:1|3695822:1|2177729:1|2463555:1|2907003:1|2641184:1|519108:1|251473:1|497445:1|599375:1|2415161:1|842044:1|1370581:1
0,1,2048,0.5,0,0.7869386805747332,70615|861682|1064110|3020049|3092421|4570451|4804040|4961812|5166978|8666112|8671335|10373863|11730162|11771969|13068534|13151306,791067|202428|1955939|72372|1478030|233589|157772|205166|3499134|5223|1702528|1356299|41807|1296565|82772|707808,537035:1|8937300:1|4464209:1|118931:1|2696990:1|665209:1|6622858:1|1760933:1|156777:1|165808:1|2290861:1|1271689:1|2189243:1|395893:1|698388:1|2758548:1|317351:1|678396:1|1636575:1|1736164:1|823784:1|1168879:1|3697676:1|3856178:1|536660:1|1326164:1|2759126:1|223325:1|698113:1|1075089:1|4144500:1|1263114:1
0,1,2048,0.5,0,0.7869386805747332,1019814|1293958|2990735|8052227|8423603|9590162|10150299|14370854|14483664|19303161|19649172|22266607|22521682|29288870|33181508|33309793,274144|1696777|5061492|371376|1166559|560137|4220555|112810|4819497|346011|2617435|255075|6767188|3892638|128285|250054,2930341:1|5446176:1|6227034:1|1104854:1|6001770:1|894899:1|2869800:1|2921969:1|77172:1|1406475:1|1188842:1|2017391:1|2052118:1|1327259:1|2591980:1|1956481:1|155963:1|4907750:1|1106498:1|660064:1|517337:1|1426151:1|2114232:1|23118:1|10139906:1|1169453:1|1939462:1|5429783:1|4511597:1|11050363:1|440948:1|1079644:1
