thread_id,sample_idx,m,lambda,collisions,p_value,first_vals,first_spacings,spacing_freq_sample
0,1,1024,0.0625,0,0.12117387437304838,11701358|16905980|22185483|25614001|26773485|29832806|31088583|37583073|49874916|50697623|51575466|59155204|65885447|69844942|71721242|71882589,5204622|5279503|3428518|1159484|3059321|1255777|6494490|12291843|822707|877843|7579738|6730243|3959495|1876300|161347|2167802,10327963:1|1829466:1|4222198:1|3059030:1|1244726:1|2231122:1|2888351:1|4993545:1|800903:1|2554504:1|5192065:1|9636839:1|4515705:1|3598283:1|8925007:1|5212591:1|1097995:1|6341930:1|16781760:1|2421418:1|4419590:1|5505904:1|1404961:1|862529:1|2593555:1|2223022:1|1090783:1|3511471:1|1734459:1|3913583:1|2705340:1|7973929:1
0,1,1024,0.0625,0,0.12117387437304838,6152931|32828645|33081839|52810166|58544887|59560098|66637741|69439861|76161610|77979813|82281511|86305296|87418809|88862105|96618012|99389277,26675714|253194|19728327|5734721|1015211|7077643|2802120|6721749|1818203|4301698|4023785|1113513|1443296|7755907|2771265|2535684,4021298:1|1998704:1|3898330:1|5863701:1|3729716:1|1343141:1|480316:1|704022:1|1031933:1|4714866:1|6231707:1|2395017:1|99713:1|1594913:1|6449521:1|4185641:1|2797553:1|2595015:1|6851913:1|241265:1|759329:1|5836123:1|2048407:1|4816194:1|926506:1|8561017:1|13767:1|9330761:1|6543150:1|1209589:1|2094900:1|3544731:1
0,1,1024,0.0625,0,0.12117387437304838,2939493|3359535|3520915|3940736|4234229|5181228|6447260|11659934|13770030|14127859|15423029|22336737|23085704|24155848|29409933|31483159,420042|161380|419821|293493|946999|1266032|5212674|2110096|357829|1295170|6913708|748967|1070144|5254085|2073226|916079,11716272:1|1788077:1|9038854:1|1474917:1|88358:1|2594525:1|6238252:1|618511:1|2256192:1|3871085:1|11983041:1|996476:1|4114299:1|4511098:1|4953369:1|3605638:1|11755538:1|5805727:1|10679912:1|2244485:1|6095237:1|293493:1|14938790:1|6040743:1|4468768:1|17191363:1|7433299:1|544032:1|4943481:1|3937312:1|8354695:1|9066611:1
0,1,1024,0.0625,0,0.12117387437304838,6162471|7320130|13591975|15039436|26386362|27038337|27337689|31371563|41835354|45124651|46267715|46507003|47336538|50295582|53877900|55432412,1157659|6271845|1447461|11346926|651975|299352|4033874|10463791|3289297|1143064|239288|829535|2959044|3582318|1554512|2282667,3456824:1|3452562:1|5829867:1|10523524:1|2357851:1|17679722:1|3231068:1|261619:1|1176968:1|5264443:1|2368370:1|1670168:1|8943296:1|5010369:1|1256316:1|1956541:1|2569775:1|3765301:1|1148702:1|805432:1|7613732:1|10127430:1|5095857:1|1628975:1|1398643:1|610134:1|8588176:1|14837503:1|276494:1|1948214:1|6609756:1|4924177:1
0,1,1024,0.0625,0,0.12117387437304838,3102272|6884939|10754771|11584691|11752815|16043037|17798785|20646004|31863782|38316225|50517038|66739818|77201737|81921192|84503779|92573650,3782667|3869832|829920|168124|4290222|1755748|2847219|11217778|6452443|12200813|16222780|10461919|4719455|2582587|8069871|6342427,558527:1|13407521:1|2803774:1|3635104:1|443569:1|4657214:1|14350788:1|20857207:1|6342427:1|2753147:1|16741273:1|2384808:1|538450:1|2349907:1|6073838:1|6167064:1|9402532:1|18703660:1|1097672:1|1520461:1|5948640:1|1209630:1|6007633:1|825382:1|275495:1|8926:1|4834773:1|3205322:1|523720:1|4084213:1|5955065:1|257119:1
0,1,1024,0.0625,0,0.12117387437304838,2727674|3737132|10066572|17219257|17340016|23824332|25902262|38704112|45429083|49361485|52460725|52467353|62525029|68532834|69723079|71257510,1009458|6329440|7152685|120759|6484316|2077930|12801850|6724971|3932402|3099240|6628|10057676|6007805|1190245|1534431|3136776,3302920:1|1886557:1|4362023:1|123008:1|6295022:1|64959:1|3464826:1|4754503:1|3466024:1|1166204:1|37484514:1|6616454:1|734998:1|1518948:1|3509719:1|2562763:1|396452:1|1813658:1|14119374:1|11651113:1|1912725:1|803689:1|4924905:1|3995475:1|3541010:1|6296278:1|4604724:1|655839:1|3508963:1|2959145:1|2386992:1|4070771:1
0,1,1024,0.0625,0,0.12117387437304838,452747|6194513|7540903|9305160|20294828|21986108|23742156|25802020|29819319|30897672|31654448|32522714|35268748|38130935|40345227|45932477,5741766|1346390|1764257|10989668|1691280|1756048|2059864|4017299|1078353|756776|868266|2746034|2862187|2214292|5587250|6496908,1173320:1|313577:1|219599:1|7653982:1|10832921:1|567854:1|6907911:1|3045971:1|3496519:1|882286:1|1510962:1|8224152:1|186488:1|37389:1|499766:1|140691:1|7368327:1|92089:1|17453804:1|677050:1|2176060:1|4680457:1|1324021:1|13667125:1|27936:1|7789332:1|8101071:1|7647781:1|4053405:1|265600:1|227282:1|8186463:1
0,1,1024,0.0625,0,0.12117387437304838,784253|2946096|4444343|8350617|11138342|11708759|14945052|16472705|19919749|22138098|32740151|34756713|38268675|38640724|39410046|66490945,2161843|1498247|3906274|2787725|570417|3236293|1527653|3447044|2218349|10602053|2016562|3511962|372049|769322|27080899|981748,1033824:1|1825810:1|1743046:1|17534567:1|2460320:1|219542:1|393602:1|4980424:1|521616:1|1455255:1|449068:1|158276:1|2446454:1|5017224:1|3782710:1|21914718:1|5244650:1|3023453:1|2637961:1|119243:1|4678407:1|10204756:1|302910:1|2457769:1|19468979:1|7429469:1|11089187:1|1802543:1|11618298:1|8419651:1|418098:1|5149569:1
0,1,1024,0.0625,0,0.12117387437304838,70615|3020049|3092421|4570451|8666112|8671335|10373863|13068534|13859114|15820407|17689793|18066092|20464044|21802639|22640072|27087132,2949434|72372|1478030|4095661|5223|1702528|2694671|790580|1961293|1869386|376299|2397952|1338595|837433|4447060|1236876,1116043:1|2694671:1|6483912:1|5186649:1|629697:1|11375256:1|7363119:1|9782977:1|5841253:1|377401:1|3566183:1|1203064:1|2923383:1|79735:1|2104728:1|2625599:1|4026002:1|782450:1|1162248:1|785635:1|7663095:1|317351:1|1117745:1|454660:1|7809914:1|3541718:1|6823737:1|595712:1|5394990:1|956351:1|3191645:1|1668022:1
0,1,1024,0.0625,0,0.12117387437304838,8052227|10150299|19303161|19649172|22266607|22521682|29288870|33181508|33559847|34878651|37615878|46297546|46996323|49473400|61084123|67335331,2098072|9152862|346011|2617435|255075|6767188|3892638|378339|1318804|2737227|8681668|698777|2477077|11610723|6251208|7199246,597942:1|1245063:1|5167344:1|749483:1|1358398:1|4257427:1|858145:1|1589578:1|2840813:1|943612:1|8531678:1|7342380:1|1187224:1|5396297:1|1989260:1|2917625:1|530422:1|4199128:1|11187843:1|1511571:1|1712418:1|2935060:1|2143712:1|3023036:1|3230620:1|970114:1|4112921:1|3892638:1|1624300:1|3866108:1|9297430:1|1414687:1
